"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",12,0,25,52,223
"GM",8,0,21,13,87
"Tolerant",241,0,440,481,1682
"Vulnerable",93,0,261,6926,11149
"Unclassified",232,2,828,11664,29498
