"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",931,374,142,1066
"GM",33002,38856,1170,8538
"Tolerant",48734,5637,608,5065
"Vulnerable",2457,1457,4793,26534
"Unclassified",15677,8088,22749,169715
