"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,3,6,23,112
"GM",0,8952,80122,6257,2699
"Tolerant",1,117781,162806,27603,26682
"Vulnerable",1,2023,17393,71603,40857
"Unclassified",11,5938,14325,12586,147816
