"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",24,98,278,660
"GM",0,1,0,0
"Tolerant",560,27654,17097,2528
"Vulnerable",497,19319,96372,20056
"Unclassified",6186,34927,325991,185979
