"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,0,45
"GM",0,0,0,0,89
"Tolerant",0,0,0,0,5
"Vulnerable",0,0,0,0,103
"Unclassified",2,50,37,8,1317
