"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",142,109,70,22,678
"GM",245,12357,34016,195,10204
"Tolerant",16,32203,8310,276,9546
"Vulnerable",4,765,634,9722,37081
"Unclassified",138,5700,4387,10840,397426
