"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,9,2,0,7
"GM",13,4531,928,484,2384
"Tolerant",8,891,1874,39,190
"Vulnerable",0,194,21,3209,1297
"Unclassified",15,2069,476,1986,137199
