"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,93,1844
"GM",0,0,0,2
"Tolerant",0,0,52,77
"Vulnerable",4,1,1496,8140
"Unclassified",65,32,8364,90070
