"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",10207,775,14675,14584,9477
"GM",1052,1031,5972,7071,1205
"Tolerant",3591,622,24937,24528,7662
"Vulnerable",8023,1987,36803,127345,59834
"Unclassified",7196,768,11356,37195,283419
