"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",6,9,0,12
"GM",46882,457616,488,6240
"Tolerant",474442,307921,379,12030
"Vulnerable",133,643,646,1227
"Unclassified",6402,21614,2081,96630
