"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",149,28,74,4,696
"GM",0,5920,2823,473,963
"Tolerant",7,2558,1949,1218,820
"Vulnerable",0,1135,413,94893,29735
"Unclassified",19,1966,1091,28767,89824
