"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,6
"GM",4,12,6,91
"Tolerant",12,17,26,49
"Vulnerable",26,7,3048,4527
"Unclassified",50,95,3052,9259
