"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,1,2,4,37
"GM",2,17027,243340,1196,14608
"Tolerant",2,239418,42403,1254,13901
"Vulnerable",17,2032,1544,31572,15568
"Unclassified",83,21077,18126,19705,119141
