"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",167,2,120,219,776
"GM",0,0,15,0,25
"Tolerant",90,41,557,312,1088
"Vulnerable",97,4,417,3016,3203
"Unclassified",1102,179,3160,5771,25897
