"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",2513,0,32965,1397,12757
"GM",0,0,3,3,0
"Tolerant",52305,12,53857,5900,25864
"Vulnerable",975,2,5887,55831,60362
"Unclassified",8549,7,28793,38024,438706
