"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",4030,47076,1900,11336
"GM",2,8,2,9
"Tolerant",52172,34826,8624,25883
"Vulnerable",744,6764,60301,33346
"Unclassified",5873,13723,47729,470364
