"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",2688,98856,1628,22123
"Tolerant",101505,139904,53065,29215
"Vulnerable",2148,52668,217414,52558
"Unclassified",11340,27465,48110,418173
