"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",4151,105024,1605,41832
"Tolerant",101549,135009,45234,90544
"Vulnerable",1038,41527,186972,76915
"Unclassified",7879,32859,155535,251187
