"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",13951,34,97098,12444,18878
"GM",157,0,1804,348,128
"Tolerant",80087,591,344310,129053,70184
"Vulnerable",7371,70,112171,541547,342182
"Unclassified",7910,44,46432,296454,659731
