"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",1007,92275,4012,13607
"Tolerant",58004,257417,172835,38552
"Vulnerable",602,137896,24107,12636
"Unclassified",4668,37442,29522,137339
