"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",3070,50631,2623,1789
"Tolerant",52968,219264,224192,15847
"Vulnerable",1561,213559,46377,12288
"Unclassified",806,8098,30940,137908
