"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",35527,420868,13258,90887
"Tolerant",435046,405748,72851,126275
"Vulnerable",2297,31626,81008,114277
"Unclassified",23738,88612,58295,679474
