"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,3
"GM",0,0,0,14
"Tolerant",0,0,0,6
"Vulnerable",1,0,1134,4437
"Unclassified",35,3,5574,2494
