"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",580,150,15,210
"GM",6207,24454,340,3890
"Tolerant",17701,5721,667,4040
"Vulnerable",1371,2159,3882,25006
"Unclassified",2956,5725,5060,51315
