"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",35,199,1011,660
"Tolerant",169,2541,5434,4355
"Vulnerable",1471,9091,32211,26451
"Unclassified",8251,41280,106851,136456
