"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",120937,8020,3970,6192
"Tolerant",39595,29327,2993,471
"Vulnerable",9957,6187,27513,4451
"Unclassified",2725,611,989,115282
