"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,0,2,1,187
"GM",21,139,18,136,411
"Tolerant",1,4,0,22,204
"Vulnerable",10,17,0,100,176
"Unclassified",240,1199,302,519,10276
