"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",3,32,325,61,136
"GM",1,584,8536,435,646
"Tolerant",75,7578,30922,1267,5470
"Vulnerable",10,206,1568,17834,9677
"Unclassified",46,565,2628,16571,35604
