"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",147,93,28,5
"GM",25725,486383,407,1151
"Tolerant",473616,206986,1132,1391
"Vulnerable",747,1434,4339,1210
"Unclassified",893,1550,738,121472
