"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,1,0,5
"GM",6558,233574,1459,1082
"Tolerant",238922,592545,9603,7381
"Vulnerable",311,12239,31659,8525
"Unclassified",4554,30510,6955,108601
