"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,6,0
"GM",5066,178417,3056,10570
"Tolerant",182621,679716,9572,54280
"Vulnerable",429,11226,34168,19895
"Unclassified",4428,16853,8797,75384
