"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,2,93,385
"GM",0,6,18,32
"Tolerant",12,105,48,77
"Vulnerable",1,41,5233,828
"Unclassified",13,646,4010,17837
