"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,1,0
"GM",76280,223257,9838,6276
"Tolerant",253844,26983,14250,2699
"Vulnerable",9767,6017,203919,1874
"Unclassified",3904,1575,1837,279540
