"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",12,0,23,230
"GM",1,1,2,41
"Tolerant",27,0,167,364
"Vulnerable",104,33,64914,24432
"Unclassified",794,387,22485,207350
