"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",5,329,53,1,8
"GM",25,52053,374702,1116,2515
"Tolerant",4,389290,60547,507,1962
"Vulnerable",1,457,837,2816,1656
"Unclassified",13,4551,6306,2465,49108
