"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,1
"GM",832,4193,1,1147
"Tolerant",5571,945,3,1258
"Vulnerable",0,14,5,40
"Unclassified",1400,4994,50,119865
