"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,39,57,17,102
"GM",7,9035,82590,2369,2536
"Tolerant",22,95924,75785,5577,11977
"Vulnerable",19,2921,5905,15151,6834
"Unclassified",66,4461,7780,8005,85000
