"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",12539,259,27202,602,22600
"GM",1121,47,3018,100,607
"Tolerant",33115,3373,350349,4126,51822
"Vulnerable",553,27,4023,4577,4641
"Unclassified",43964,719,70091,3546,173277
