"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",289,158,1644,438,714
"GM",305,13998,132734,7779,10330
"Tolerant",1976,112318,188426,28339,34805
"Vulnerable",146,1537,15611,150916,85590
"Unclassified",1300,8174,36033,68092,363585
