"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",5559,40343,11823,22462
"Tolerant",37169,66050,51296,30156
"Vulnerable",7485,38629,242974,104323
"Unclassified",5875,19070,39009,174870
