"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",9,4,4,56
"GM",0,0,4,15
"Tolerant",0,50,214,1172
"Vulnerable",6,148,12453,21963
"Unclassified",322,834,20042,58020
