"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1564,705,1205,1152,6657
"GM",1322,67455,241781,7256,21907
"Tolerant",3295,238180,164187,23130,54560
"Vulnerable",3036,7523,30067,91013,56148
"Unclassified",7420,7692,12838,14112,84463
