"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,2,40
"GM",7280,199289,1997,1966
"Tolerant",195258,367090,16614,17255
"Vulnerable",389,14109,49729,21513
"Unclassified",9569,45358,12966,207079
