"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,5,0,8
"GM",6324,154399,2626,24674
"Tolerant",167380,400955,9156,109204
"Vulnerable",653,16111,46511,53504
"Unclassified",5340,27808,18070,124775
