"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",279,275,302,321
"GM",0,0,1,0
"Tolerant",765,9153,5497,795
"Vulnerable",162,3064,27393,10151
"Unclassified",127,634,7444,85193
