"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,5,1,9,41
"GM",5,12,0,21,75
"Tolerant",0,0,0,4,88
"Vulnerable",1,2,0,204,1443
"Unclassified",25,82,16,6308,12007
