"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,1,0,1
"GM",21198,426824,540,17106
"Tolerant",438918,246609,1424,17455
"Vulnerable",604,1486,14255,9658
"Unclassified",9271,17006,11621,105668
