"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,0,0,2
"GM",1608,6545,2,726
"Tolerant",7234,1431,8,628
"Vulnerable",38,23,102,673
"Unclassified",1333,971,784,12481
