"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",8,27,51,22,285
"GM",195,52480,343064,4074,14862
"Tolerant",438,338147,251477,5566,32007
"Vulnerable",50,3833,9030,41658,22085
"Unclassified",450,16629,18245,84717,113190
