"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",1491,76999,24116,1901
"Tolerant",99398,308068,55862,10576
"Vulnerable",3401,65897,166663,27540
"Unclassified",4243,18852,93032,275390
