"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",45,37,194,61,197
"GM",24,8505,127358,3179,5522
"Tolerant",150,179846,297889,3952,25804
"Vulnerable",20,1817,9485,53653,19338
"Unclassified",237,4653,15128,23226,83920
