"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",29260,9989,4453,634,18523
"GM",4646,72552,19733,64,5324
"Tolerant",3338,26825,7819,869,3354
"Vulnerable",1186,443,242,974,1584
"Unclassified",6805,2712,1477,808,71761
