"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,1
"GM",8951,6255,923,2219
"Tolerant",9699,2301,723,2306
"Vulnerable",947,491,15003,37716
"Unclassified",2962,1649,37019,104561
