"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",242,513,178,1365,3203
"GM",524,17951,6703,3176,2358
"Tolerant",164,4233,1992,700,957
"Vulnerable",1669,4835,2073,81879,14196
"Unclassified",3461,3308,1873,17865,54253
