"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,1,0,0,5
"GM",0,1092,53,382,577
"Tolerant",0,15,1,24,338
"Vulnerable",6,2586,118,2461,10308
"Unclassified",2,1832,141,1600,58018
