"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,53,0,21
"GM",843,1486,4,2277
"Tolerant",1006,1990,69,5849
"Vulnerable",0,34,0,65
"Unclassified",4089,13611,332,172245
