"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",531,1263,104,13,166
"GM",530,11938,1968,320,392
"Tolerant",578,17389,6301,48,381
"Vulnerable",70,509,578,6465,1024
"Unclassified",76,569,21,1060,73221
