"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",7,390,2789,55,1173
"GM",1752,199636,351781,7939,36282
"Tolerant",1552,280484,1402112,18861,61525
"Vulnerable",22,2864,7449,7479,4940
"Unclassified",680,22841,67259,12486,213575
