"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",231,64,171,3,2360
"GM",22,6,2,0,138
"Tolerant",519,174,625,0,5984
"Vulnerable",4,0,7,0,77
"Unclassified",2952,406,4144,308,31306
