"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",15707,87803,8889,30335
"Tolerant",99958,64779,29778,36232
"Vulnerable",11297,24153,154940,79830
"Unclassified",21439,12471,25035,180203
