"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,1,0,0
"GM",22127,376464,941,4537
"Tolerant",392327,180874,3925,12770
"Vulnerable",1669,4504,28861,15979
"Unclassified",8865,25624,19211,58922
