"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",10,7,0,1
"GM",19465,403784,4025,797
"Tolerant",433831,137553,7250,1461
"Vulnerable",5739,15624,15454,345
"Unclassified",2030,2160,9410,98656
