"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,1
"GM",4223,1449,0,3177
"Tolerant",1480,405,2,1175
"Vulnerable",579,72,1,12126
"Unclassified",2294,357,6,26550
