"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",4282,10789,3283,5571
"Tolerant",14479,47512,23517,11663
"Vulnerable",2299,19880,172749,112736
"Unclassified",2898,5496,16765,105512
